index,title,lastrevid,score_pred,state
998,"Kwethluk, Alaska",1165752432,C,Alaska
999,"Larsen Bay, Alaska",1165889278,Start,Alaska
1000,"Lower Kalskag, Alaska",1165891507,Start,Alaska
1001,"Manokotak, Alaska",1165892011,C,Alaska
1002,"Marshall, Alaska",1165892419,C,Alaska
1003,"McGrath, Alaska",1165892805,GA,Alaska
1004,"Mekoryuk, Alaska",1165893071,C,Alaska
1005,"Mountain Village, Alaska",1165894670,Start,Alaska
1006,"Napakiak, Alaska",1165894869,C,Alaska
1007,"Napaskiak, Alaska",1165894871,C,Alaska
1008,"Nenana, Alaska",1166691010,C,Alaska
1009,"New Stuyahok, Alaska",1165895355,C,Alaska
1010,"Newhalen, Alaska",1165895462,Start,Alaska
1011,"Nightmute, Alaska",1165895575,C,Alaska
1012,"Nikolai, Alaska",1165895576,Start,Alaska
1013,"Nome, Alaska",1178322847,B,Alaska
1014,"Nondalton, Alaska",1170380383,C,Alaska
1015,"Noorvik, Alaska",1165895660,C,Alaska
1016,"North Pole, Alaska",1171106754,GA,Alaska
1017,"Nuiqsut, Alaska",1177353920,C,Alaska
1018,"Nulato, Alaska",1165896076,C,Alaska
1019,"Nunam Iqua, Alaska",1165896079,Start,Alaska
1020,"Nunapitchuk, Alaska",1177372546,C,Alaska
1021,"Old Harbor, Alaska",1165896477,C,Alaska
1022,"Ouzinkie, Alaska",1178021269,C,Alaska
1023,"Palmer, Alaska",1178249435,C,Alaska
1024,"Pelican, Alaska",1169144269,C,Alaska
1025,"Pilot Point, Alaska",1165897826,C,Alaska
1026,"Pilot Station, Alaska",1165897836,Start,Alaska
1027,"Platinum, Alaska",1176310844,GA,Alaska
1028,"Point Hope, Alaska",1175174815,C,Alaska
1029,"Port Alexander, Alaska",1165898418,C,Alaska
1030,"Port Heiden, Alaska",1176004478,Start,Alaska
1031,"Port Lions, Alaska",1165898446,C,Alaska
1032,"Quinhagak, Alaska",1172626458,GA,Alaska
1033,"Ruby, Alaska",1165900403,C,Alaska
1034,"Russian Mission, Alaska",1165900513,C,Alaska
1035,"Saint Paul, Alaska",16043073,Stub,Alaska
1036,"Sand Point, Alaska",1175877401,GA,Alaska
1037,"Savoonga, Alaska",1178323891,C,Alaska
1038,"Saxman, Alaska",1167268500,Start,Alaska
1039,"Scammon Bay, Alaska",1165900948,C,Alaska
1040,"Selawik, Alaska",1165901173,C,Alaska
1041,"Seldovia, Alaska",1168917631,C,Alaska
1042,"Seward, Alaska",1165901331,GA,Alaska
1043,"Shageluk, Alaska",1165901362,Start,Alaska
1044,"Shaktoolik, Alaska",1178324004,C,Alaska
1045,"Shishmaref, Alaska",1178324257,C,Alaska
1046,"Shungnak, Alaska",1165901710,C,Alaska
1047,"Sitka, Alaska",1178737193,GA,Alaska
1048,"Soldotna, Alaska",1178626084,B,Alaska
1049,"St. George, Alaska",1165902860,C,Alaska
1050,"St. Mary's, Alaska",1165902930,C,Alaska
1051,"St. Michael, Alaska",1178323823,C,Alaska
1052,"Stebbins, Alaska",1178324371,C,Alaska
1053,"Tanana, Alaska",1165903695,GA,Alaska
1054,"Teller, Alaska",1178324450,C,Alaska
1055,"Tenakee Springs, Alaska",1160022935,C,Alaska
1056,"Thorne Bay, Alaska",1165904083,C,Alaska
1057,"Togiak, Alaska",1165904528,C,Alaska
1058,"Toksook Bay, Alaska",1165904534,C,Alaska
1059,"Unalakleet, Alaska",1178324684,C,Alaska
1060,"Unalaska, Alaska",1176638051,B,Alaska
1061,"Upper Kalskag, Alaska",1166366344,Start,Alaska
1062,Utqiaġvik,1134590975,Stub,Alaska
1063,"Valdez, Alaska",1177025566,B,Alaska
1064,"Wainwright, Alaska",1168069408,C,Alaska
1065,"Wales, Alaska",1178324810,C,Alaska
1066,"Wasilla, Alaska",1162414873,GA,Alaska
1067,"Whale Pass, Alaska",1166367587,Start,Alaska
1068,"White Mountain, Alaska",1178324863,C,Alaska
1069,"Whittier, Alaska",1179344071,GA,Alaska
1070,"Wrangell, Alaska",1178736535,B,Alaska
1071,"Apache Junction, Arizona",1172275090,C,Arizona
1072,"Avondale, Arizona",1172274660,GA,Arizona
1073,"Benson, Arizona",1177264416,C,Arizona
1074,"Bisbee, Arizona",1175752279,C,Arizona
1075,"Buckeye, Arizona",1175238137,C,Arizona
1076,"Bullhead City, Arizona",1178719319,B,Arizona
1077,"Camp Verde, Arizona",1172004828,C,Arizona
1078,"Carefree, Arizona",1160780528,GA,Arizona
1079,"Casa Grande, Arizona",1158938630,C,Arizona
1080,"Cave Creek, Arizona",1160299409,C,Arizona
1081,"Chandler, Arizona",1178520932,C,Arizona
1082,"Chino Valley, Arizona",1165071501,C,Arizona
1083,"Clarkdale, Arizona",1171115393,GA,Arizona
1084,"Clifton, Arizona",1166754568,C,Arizona
1085,"Colorado City, Arizona",1169856603,C,Arizona
1086,"Coolidge, Arizona",1176316536,GA,Arizona
1087,"Cottonwood, Arizona",1165645327,C,Arizona
1088,"Dewey-Humboldt, Arizona",875227915,Stub,Arizona
1089,"Douglas, Arizona",1177634817,C,Arizona
1090,"Duncan, Arizona",1166337654,C,Arizona
1091,"Eagar, Arizona",1173734731,C,Arizona
1092,"El Mirage, Arizona",1173393974,C,Arizona
1093,"Eloy, Arizona",1154855908,GA,Arizona
1094,"Flagstaff, Arizona",1178421971,B,Arizona
1095,"Florence, Arizona",1176287706,GA,Arizona
1096,"Fountain Hills, Arizona",1177291848,GA,Arizona
1097,"Fredonia, Arizona",1165987701,C,Arizona
1098,"Gila Bend, Arizona",1178205332,GA,Arizona
1099,"Gilbert, Arizona",1178919942,B,Arizona
1100,"Glendale, Arizona",1178897696,C,Arizona
1101,"Globe, Arizona",1175877749,C,Arizona
1102,"Goodyear, Arizona",1173050898,C,Arizona
1103,"Guadalupe, Arizona",1163900551,GA,Arizona
1104,"Hayden, Arizona",1153225829,C,Arizona
1105,"Holbrook, Arizona",1176281297,C,Arizona
1106,"Huachuca City, Arizona",1162263927,C,Arizona
1107,"Jerome, Arizona",1167180118,FA,Arizona
1108,"Kearny, Arizona",1096893627,C,Arizona
1109,"Kingman, Arizona",1174652133,C,Arizona
1110,"Lake Havasu City, Arizona",1173659575,C,Arizona
1111,"Litchfield Park, Arizona",1176169080,GA,Arizona
1112,"Mammoth, Arizona",1169570180,C,Arizona
1113,"Marana, Arizona",1174937558,C,Arizona
1114,"Maricopa, Arizona",1177266886,C,Arizona
1115,"Mesa, Arizona",1177444546,C,Arizona
1116,"Miami, Arizona",1156414740,C,Arizona
1117,"Nogales, Arizona",1178793492,C,Arizona
1118,"Oro Valley, Arizona",1177358050,B,Arizona
1119,"Page, Arizona",1173488096,C,Arizona
1120,"Paradise Valley, Arizona",1177022601,GA,Arizona
1121,"Parker, Arizona",1152788081,GA,Arizona
1122,"Patagonia, Arizona",1169934143,GA,Arizona
1123,"Payson, Arizona",1173861091,C,Arizona
1124,"Peoria, Arizona",1178906818,GA,Arizona
1125,"Phoenix, Arizona",1178636433,B,Arizona
1126,"Pima, Arizona",1106236473,C,Arizona
1127,"Pinetop-Lakeside, Arizona",1178929427,C,Arizona
1128,"Prescott, Arizona",1178267796,B,Arizona
1129,"Prescott Valley, Arizona",1156718858,C,Arizona
1130,"Quartzsite, Arizona",1160322253,GA,Arizona
1131,"Queen Creek, Arizona",1173813551,C,Arizona
1132,"Safford, Arizona",1173054325,C,Arizona
1133,"Sahuarita, Arizona",1169666739,B,Arizona
1134,"San Luis, Arizona",1176401746,C,Arizona
1135,"Scottsdale, Arizona",1175166502,B,Arizona
1136,"Sedona, Arizona",1177305020,GA,Arizona
1137,"Show Low, Arizona",1179284532,C,Arizona
1138,"Sierra Vista, Arizona",1174449402,B,Arizona
1139,"Snowflake, Arizona",1179284508,C,Arizona
1140,"Somerton, Arizona",1179358668,C,Arizona
1141,"South Tucson, Arizona",1170788597,GA,Arizona
1142,"Springerville, Arizona",1166889274,GA,Arizona
1143,"St. Johns, Arizona",1178794263,C,Arizona
1144,"Star Valley, Arizona",1139304335,C,Arizona
1145,"Superior, Arizona",1157359445,GA,Arizona
1146,"Surprise, Arizona",1177976702,C,Arizona
1147,"Taylor, Arizona",1179261663,C,Arizona
1148,"Tempe, Arizona",1178190172,C,Arizona
1149,"Thatcher, Arizona",1147369251,C,Arizona
1150,"Tolleson, Arizona",1179310837,GA,Arizona
1151,"Tombstone, Arizona",1174497536,B,Arizona
1152,"Tucson, Arizona",1179358921,B,Arizona
1153,"Tusayan, Arizona",1166361496,C,Arizona
1154,"Wellton, Arizona",1157015772,C,Arizona
1155,"Wickenburg, Arizona",1162036938,C,Arizona
1156,"Willcox, Arizona",1179224228,C,Arizona
1157,"Williams, Arizona",1178123655,GA,Arizona
1158,"Winkelman, Arizona",1164044104,C,Arizona
1159,"Winslow, Arizona",1175280540,GA,Arizona
1160,"Youngtown, Arizona",1176064323,GA,Arizona
1161,"Yuma, Arizona",1177239057,B,Arizona
1162,"Adona, Arkansas",1171163261,Start,Arkansas
1163,"Alexander, Arkansas",1170293677,C,Arkansas
1164,"Alicia, Arkansas",1165909698,C,Arkansas
1165,"Allport, Arkansas",1165909727,C,Arkansas
1166,"Alma, Arkansas",1175126769,C,Arkansas
1167,"Almyra, Arkansas",1165909758,C,Arkansas
1168,"Alpena, Arkansas",1177693232,C,Arkansas
1169,"Altheimer, Arkansas",1174297869,GA,Arkansas
1170,"Altus, Arkansas",1165506702,C,Arkansas
1171,"Amagon, Arkansas",1170495752,Start,Arkansas
1172,"Amity, Arkansas",1165507102,C,Arkansas
1173,"Anthonyville, Arkansas",1173351183,GA,Arkansas
1174,"Antoine, Arkansas",1166014348,C,Arkansas
1175,"Arkadelphia, Arkansas",1170627594,C,Arkansas
1176,"Arkansas City, Arkansas",1166014483,C,Arkansas
1177,"Ash Flat, Arkansas",1176909406,C,Arkansas
1178,"Ashdown, Arkansas",1176429760,C,Arkansas
1179,"Atkins, Arkansas",1165507792,C,Arkansas
1180,"Aubrey, Arkansas",1166014726,Start,Arkansas
1181,"Augusta, Arkansas",1165507995,C,Arkansas
1182,"Austin, Arkansas",1165508109,C,Arkansas
1183,"Avoca, Arkansas",1166014855,C,Arkansas
1184,"Bald Knob, Arkansas",1165508267,C,Arkansas
1185,"Banks, Arkansas",1166015001,Start,Arkansas
1186,"Barling, Arkansas",1165508385,C,Arkansas
1187,"Bassett, Arkansas",1166015125,GA,Arkansas
1188,"Batesville, Arkansas",1176616588,C,Arkansas
1189,"Bauxite, Arkansas",1166015145,C,Arkansas
1190,"Bay, Arkansas",1174175417,C,Arkansas
1191,"Bearden, Arkansas",1165508810,Start,Arkansas
1192,"Beaver, Arkansas",1178137595,C,Arkansas
1193,"Beebe, Arkansas",1165508973,C,Arkansas
1194,"Beedeville, Arkansas",1165909247,C,Arkansas
1195,"Bella Vista, Arkansas",1174777407,C,Arkansas
1196,"Bellefonte, Arkansas",1166015341,C,Arkansas
1197,"Belleville, Arkansas",1165509126,Start,Arkansas
1198,"Ben Lomond, Arkansas",1177682271,Start,Arkansas
1199,"Benton, Arkansas",1165535715,C,Arkansas
1200,"Bentonville, Arkansas",1177677430,GA,Arkansas
1201,"Bergman, Arkansas",1166015461,C,Arkansas
1202,"Berryville, Arkansas",1177935177,C,Arkansas
1203,"Bethel Heights, Arkansas",1165536050,GA,Arkansas
1204,"Big Flat, Arkansas",1166015659,C,Arkansas
1205,"Bigelow, Arkansas",1166015683,C,Arkansas
1206,"Biggers, Arkansas",1170718351,C,Arkansas
1207,"Birdsong, Arkansas",1166015727,Start,Arkansas
1208,"Black Oak, Arkansas",1159482487,C,Arkansas
1209,"Black Rock, Arkansas",1165536235,C,Arkansas
1210,"Black Springs, Arkansas",1166015767,GA,Arkansas
1211,"Blevins, Arkansas",1165536367,C,Arkansas
1212,"Blue Eye, Arkansas",1175715312,C,Arkansas
1213,"Blue Mountain, Arkansas",1166015895,C,Arkansas
1214,"Bluff City, Arkansas",1166015909,Start,Arkansas
1215,"Blytheville, Arkansas",1165536510,C,Arkansas
1216,"Bodcaw, Arkansas",1166015937,C,Arkansas
1217,"Bonanza, Arkansas",1165536596,C,Arkansas
1218,"Bono, Arkansas",1177663088,C,Arkansas
1219,"Booneville, Arkansas",1165536649,C,Arkansas
1220,"Bradford, Arkansas",1165536803,Start,Arkansas
1221,"Bradley, Arkansas",1165536818,C,Arkansas
1222,"Branch, Arkansas",1165536842,Start,Arkansas
1223,"Briarcliff, Arkansas",1172560462,C,Arkansas
1224,"Brinkley, Arkansas",1166316475,C,Arkansas
1225,"Brookland, Arkansas",1165537303,Start,Arkansas
1226,"Bryant, Arkansas",1174650298,C,Arkansas
1227,"Buckner, Arkansas",1166016717,Start,Arkansas
1228,"Bull Shoals, Arkansas",1174392174,C,Arkansas
1229,"Burdette, Arkansas",1166016776,GA,Arkansas
1230,"Cabot, Arkansas",1177251917,C,Arkansas
1231,"Caddo Valley, Arkansas",1166016960,C,Arkansas
1232,"Caldwell, Arkansas",1165537922,Start,Arkansas
1233,"Cale, Arkansas",1166016994,Start,Arkansas
1234,"Calico Rock, Arkansas",1165537951,C,Arkansas
1235,"Calion, Arkansas",1165537973,C,Arkansas
1236,"Camden, Arkansas",1163828520,C,Arkansas
1237,"Cammack Village, Arkansas",1170076116,C,Arkansas
1238,"Campbell Station, Arkansas",1165538091,Start,Arkansas
1239,"Caraway, Arkansas",1165538273,C,Arkansas
1240,"Carlisle, Arkansas",1165538323,C,Arkansas
1241,"Carthage, Arkansas",1165538485,Start,Arkansas
1242,"Casa, Arkansas",1166017387,C,Arkansas
1243,"Cash, Arkansas",1165538542,GA,Arkansas
1244,"Caulksville, Arkansas",1166017466,Start,Arkansas
1245,"Cave City, Arkansas",1165538627,C,Arkansas
1246,"Cave Springs, Arkansas",1177782424,GA,Arkansas
1247,"Cedarville, Arkansas",1165538753,GA,Arkansas
1248,"Centerton, Arkansas",1165538814,C,Arkansas
1249,"Central City, Arkansas",1166017560,Start,Arkansas
1250,"Charleston, Arkansas",1174517840,C,Arkansas
1251,"Cherokee Village, Arkansas",1165539118,C,Arkansas
1252,"Cherry Valley, Arkansas",1165539146,C,Arkansas
1253,"Chester, Arkansas",1166017778,C,Arkansas
1254,"Chidester, Arkansas",1165539217,C,Arkansas
1255,"Clarendon, Arkansas",1165539502,C,Arkansas
1256,"Clarkedale, Arkansas",1165539532,Start,Arkansas
1257,"Clarksville, Arkansas",1148922313,GA,Arkansas
1258,"Clinton, Arkansas",1171862894,C,Arkansas
1259,"Coal Hill, Arkansas",1147578559,Start,Arkansas
1260,"Colt, Arkansas",1165644840,C,Arkansas
1261,"Concord, Arkansas",1166018683,C,Arkansas
1262,"Conway, Arkansas",1174981561,C,Arkansas
1263,"Corinth, Arkansas",1166018817,C,Arkansas
1264,"Corning, Arkansas",1165645220,C,Arkansas
1265,"Cotter, Arkansas",1165645303,C,Arkansas
1266,"Cotton Plant, Arkansas",1165645312,GA,Arkansas
1267,"Cove, Arkansas",1177681894,C,Arkansas
1268,"Coy, Arkansas",1166019016,GA,Arkansas
1269,"Crawfordsville, Arkansas",1166066067,C,Arkansas
1270,"Crossett, Arkansas",1167993669,C,Arkansas
1271,"Cushman, Arkansas",1165645883,GA,Arkansas
1272,"Daisy, Arkansas",1166066317,Start,Arkansas
1273,"Damascus, Arkansas",1165646018,C,Arkansas
1274,"Danville, Arkansas",1174829522,C,Arkansas
1275,"Dardanelle, Arkansas",1170846063,C,Arkansas
1276,"Datto, Arkansas",1166066419,C,Arkansas
1277,"De Queen, Arkansas",1136860444,C,Arkansas
1278,"DeValls Bluff, Arkansas",1165646375,C,Arkansas
1279,"Decatur, Arkansas",1165646406,C,Arkansas
1280,"Delaplaine, Arkansas",1166066592,C,Arkansas
1281,"Delight, Arkansas",1165646580,C,Arkansas
1282,"Dell, Arkansas",1166066662,GA,Arkansas
1283,"Denning, Arkansas",1166066716,Start,Arkansas
1284,"Dermott, Arkansas",1167478416,C,Arkansas
1285,"Des Arc, Arkansas",1165646774,GA,Arkansas
1286,"DeWitt, Arkansas",1176437884,C,Arkansas
1287,"Diamond City, Arkansas",1165646846,C,Arkansas
1288,"Diaz, Arkansas",1165646853,Start,Arkansas
1289,"Dierks, Arkansas",1165646883,C,Arkansas
1290,"Donaldson, Arkansas",1166067001,C,Arkansas
1291,"Dover, Arkansas",1172484537,GA,Arkansas
1292,"Dumas, Arkansas",1158715299,GA,Arkansas
1293,"Dyer, Arkansas",1165647476,C,Arkansas
1294,"Dyess, Arkansas",1166067185,GA,Arkansas
1295,"Earle, Arkansas",1165647547,GA,Arkansas
1296,"East Camden, Arkansas",1165647612,Start,Arkansas
1297,"Edmondson, Arkansas",1166067491,C,Arkansas
1298,"Egypt, Arkansas",1166067523,C,Arkansas
1299,"El Dorado, Arkansas",1170658553,C,Arkansas
1300,"Elaine, Arkansas",1165647979,GA,Arkansas
1301,"Elkins, Arkansas",1177678374,C,Arkansas
1302,"Elm Springs, Arkansas",1177678413,C,Arkansas
1303,"Emerson, Arkansas",1166067685,C,Arkansas
1304,"Emmet, Arkansas",1173483943,GA,Arkansas
1305,"England, Arkansas",1165650709,C,Arkansas
1306,"Enola, Arkansas",1166067731,C,Arkansas
1307,"Etowah, Arkansas",1166067860,GA,Arkansas
1308,"Eudora, Arkansas",1165650865,C,Arkansas
1309,"Eureka Springs, Arkansas",1177692939,C,Arkansas
1310,"Evening Shade, Arkansas",1165650947,GA,Arkansas
1311,"Everton, Arkansas",1166067939,C,Arkansas
1312,"Fairfield Bay, Arkansas",1165746583,C,Arkansas
1313,"Fargo, Arkansas",1166068073,GA,Arkansas
1314,"Farmington, Arkansas",1177678458,C,Arkansas
1315,"Fayetteville, Arkansas",1178596045,B,Arkansas
1316,"Felsenthal, Arkansas",1166068231,Start,Arkansas
1317,"Fifty-Six, Arkansas",1167137430,C,Arkansas
1318,"Fisher, Arkansas",1165746928,Start,Arkansas
1319,"Flippin, Arkansas",1176697870,C,Arkansas
1320,"Fordyce, Arkansas",1179094154,GA,Arkansas
1321,"Foreman, Arkansas",1176424417,C,Arkansas
1322,"Forrest City, Arkansas",1154649209,C,Arkansas
1323,"Fort Smith, Arkansas",1179541645,C,Arkansas
1324,"Fouke, Arkansas",1167870293,C,Arkansas
1325,"Fountain Hill, Arkansas",1166068542,Start,Arkansas
1326,"Fountain Lake, Arkansas",1165747278,GA,Arkansas
1327,"Fourche, Arkansas",1166068550,Start,Arkansas
1328,"Franklin, Arkansas",1166068624,Start,Arkansas
1329,"Fredonia (Biscoe), Arkansas",1165747381,Start,Arkansas
1330,"Friendship, Arkansas",1166068832,GA,Arkansas
1331,"Fulton, Arkansas",1099557078,C,Arkansas
1332,"Garfield, Arkansas",1166069011,C,Arkansas
1333,"Garland, Arkansas",1166069032,C,Arkansas
1334,"Garner, Arkansas",1166069049,Start,Arkansas
1335,"Gassville, Arkansas",1165747767,C,Arkansas
1336,"Gateway, Arkansas",1166069104,C,Arkansas
1337,"Gentry, Arkansas",1165747839,C,Arkansas
1338,"Georgetown, Arkansas",1166069157,Start,Arkansas
1339,"Gilbert, Arkansas",1166069402,C,Arkansas
1340,"Gillett, Arkansas",1165747967,C,Arkansas
1341,"Gillham, Arkansas",1166069425,Start,Arkansas
1342,"Gilmore, Arkansas",1152406083,GA,Arkansas
1343,"Glenwood, Arkansas",1165748120,GA,Arkansas
1344,"Goshen, Arkansas",1177678339,C,Arkansas
1345,"Gosnell, Arkansas",1165748275,C,Arkansas
1346,"Gould, Arkansas",1178972383,GA,Arkansas
1347,"Grady, Arkansas",1178974249,C,Arkansas
1348,"Grannis, Arkansas",1165748512,C,Arkansas
1349,"Gravette, Arkansas",1176916498,GA,Arkansas
1350,"Green Forest, Arkansas",1166318848,C,Arkansas
1351,"Greenbrier, Arkansas",1166318561,C,Arkansas
1352,"Greenland, Arkansas",1177678742,C,Arkansas
1353,"Greenway, Arkansas",1165748770,C,Arkansas
1354,"Greenwood, Arkansas",1119890453,C,Arkansas
1355,"Greers Ferry, Arkansas",1165748791,Start,Arkansas
1356,"Griffithville, Arkansas",1166180115,Start,Arkansas
1357,"Grubbs, Arkansas",1165748877,Start,Arkansas
1358,"Guion, Arkansas",1171834862,GA,Arkansas
1359,"Gum Springs, Arkansas",1166180237,C,Arkansas
1360,"Gurdon, Arkansas",1165748930,C,Arkansas
1361,"Guy, Arkansas",1165748951,GA,Arkansas
1362,"Hackett, Arkansas",1165748965,Start,Arkansas
1363,"Hamburg, Arkansas",1165749058,C,Arkansas
1364,"Hampton, Arkansas",1173804261,C,Arkansas
1365,"Hardy, Arkansas",1165749222,C,Arkansas
1366,"Harrell, Arkansas",1166180539,Start,Arkansas
1367,"Harrisburg, Arkansas",1176420942,Start,Arkansas
1368,"Harrison, Arkansas",1175371914,C,Arkansas
1369,"Hartford, Arkansas",1165749309,C,Arkansas
1370,"Hartman, Arkansas",1169860743,C,Arkansas
1371,"Haskell, Arkansas",1165749376,Start,Arkansas
1372,"Hatfield, Arkansas",1177681806,C,Arkansas
1373,"Havana, Arkansas",1165749405,C,Arkansas
1374,"Haynes, Arkansas",1166180758,C,Arkansas
1375,"Hazen, Arkansas",1176800150,C,Arkansas
1376,"Heber Springs, Arkansas",1165749637,C,Arkansas
1377,"Hector, Arkansas",1166180833,C,Arkansas
1378,"Helena-West Helena, Arkansas",772867043,Stub,Arkansas
1379,"Hermitage, Arkansas",1165749806,C,Arkansas
1380,"Hickory Ridge, Arkansas",1165749900,C,Arkansas
1381,"Higden, Arkansas",1166180970,C,Arkansas
1382,"Higginson, Arkansas",1165749951,C,Arkansas
1383,"Highfill, Arkansas",1176219624,GA,Arkansas
1384,"Highland, Arkansas",1165749996,Start,Arkansas
1385,"Hindsville, Arkansas",1166181098,GA,Arkansas
1386,"Holland, Arkansas",1165750207,C,Arkansas
1387,"Holly Grove, Arkansas",1165750244,C,Arkansas
1388,"Hope, Arkansas",1171539875,C,Arkansas
1389,"Horatio, Arkansas",1177682191,Start,Arkansas
1390,"Horseshoe Bend, Arkansas",1165750423,C,Arkansas
1391,"Horseshoe Lake, Arkansas",1166181414,C,Arkansas
1392,"Hot Springs, Arkansas",1178629718,B,Arkansas
1393,"Houston, Arkansas",1166181431,Start,Arkansas
1394,"Hoxie, Arkansas",1154007587,GA,Arkansas
1395,"Hughes, Arkansas",1165750560,GA,Arkansas
1396,"Humnoke, Arkansas",1165750602,C,Arkansas
1397,"Humphrey, Arkansas",1165750603,Start,Arkansas
1398,"Hunter, Arkansas",1166181533,Start,Arkansas
1399,"Huntington, Arkansas",1165750630,Start,Arkansas
1400,"Huntsville, Arkansas",1165750652,C,Arkansas
1401,"Huttig, Arkansas",1165750708,Start,Arkansas
1402,"Imboden, Arkansas",1165750775,C,Arkansas
1403,"Jacksonport, Arkansas",1166181828,C,Arkansas
